action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id
AGONIST,Melanocortin receptor 1 agonist,CHEMBL441738,CHEMBL3795
INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL4297211,CHEMBL2354204
HYDROLYTIC ENZYME,Triglyceride hydrolytic enzyme,CHEMBL2108304,CHEMBL3559389
POSITIVE MODULATOR,Dystrophin pre-mRNA positive modulator,CHEMBL4298062,CHEMBL3826826
INHIBITOR,Egl nine homolog 1 inhibitor,CHEMBL3646221,CHEMBL5697
INHIBITOR,Egl nine homolog 3 inhibitor,CHEMBL3646221,CHEMBL5705
INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase 1 inhibitor,CHEMBL3646221,CHEMBL3028
,Supplement,CHEMBL3989859,
BLOCKER,Kir3.1/Kir3.4 blocker,CHEMBL2107383,CHEMBL3038488
BLOCKER,Voltage-gated potassium channel subunit Kv1.5 blocker,CHEMBL2107383,CHEMBL4306
BLOCKER,HERG blocker,CHEMBL2107383,CHEMBL240
INHIBITOR,DNA inhibitor,CHEMBL290960,CHEMBL4495551
EXOGENOUS GENE,Hemoglobin beta chain exogenous gene,CHEMBL4594311,CHEMBL4331
BINDING AGENT,B-lymphocyte antigen CD19 binding agent,CHEMBL4594618,CHEMBL3390821
INHIBITOR,Replicase polyprotein 1ab inhibitor,CHEMBL4065616,CHEMBL4523582
HYDROLYTIC ENZYME,Glycosaminoglycans hydrolytic enzyme,CHEMBL3707382,CHEMBL3991481
BINDING AGENT,Disialoganglioside GD2 binding agent,CHEMBL4297984,CHEMBL3390823
INHIBITOR,Plasma kallikrein inhibitor,CHEMBL6067995,CHEMBL2000
INHIBITOR,Ileal bile acid transporter inhibitor,CHEMBL363392,CHEMBL2778
INHIBITOR,Ileal bile acid transporter inhibitor,CHEMBL4297588,CHEMBL2778
INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL4582651,CHEMBL2041
INHIBITOR,Envelope glycoprotein inhibitor,CHEMBL4298183,CHEMBL4105829
INHIBITOR,Envelope glycoprotein inhibitor,CHEMBL4298184,CHEMBL4105829
INHIBITOR,Envelope glycoprotein inhibitor,CHEMBL4298188,CHEMBL4105829
INHIBITOR,Muscarinic acetylcholine receptor inhibitor,CHEMBL3707223,CHEMBL2094109
BLOCKER,Voltage-gated potassium channel subunit Kv4.3 blocker,CHEMBL2107383,CHEMBL1964
BLOCKER,Sodium channel protein type V alpha subunit blocker,CHEMBL2107383,CHEMBL1980
INHIBITOR,Tubulin inhibitor,CHEMBL4297841,CHEMBL2095182
SEQUESTERING AGENT,Zinc sequestering agent,CHEMBL2205807,CHEMBL2363056
INHIBITOR,Tubulin inhibitor,CHEMBL4298209,CHEMBL2095182
BINDING AGENT,Coagulation factor III binding agent,CHEMBL4297841,CHEMBL4081
AGONIST,Growth hormone receptor agonist,CHEMBL3707290,CHEMBL1976
AGONIST,GABA-B receptor agonist,CHEMBL4594393,CHEMBL2111463
AGONIST,GABA-B receptor agonist,CHEMBL4594394,CHEMBL2111463
AGONIST,GABA-B receptor agonist,CHEMBL4594395,CHEMBL2111463
INHIBITOR,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET inhibitor,CHEMBL4582651,CHEMBL3430904
INHIBITOR,Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET inhibitor,CHEMBL4582651,CHEMBL3430888
INHIBITOR,RNA-directed RNA polymerase inhibitor,CHEMBL221722,CHEMBL4523676
INHIBITOR,Coagulation factor XII inhibitor,CHEMBL4297549,CHEMBL2821
INHIBITOR,Coagulation factor XI inhibitor,CHEMBL4297549,CHEMBL2820
INHIBITOR,Complement C1s inhibitor,CHEMBL4297549,CHEMBL3913
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1742466,CHEMBL213
,Supplement,CHEMBL2009089,
BINDING AGENT,Envelope glycoprotein binding agent,CHEMBL4594388,CHEMBL4105829
INHIBITOR,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,CHEMBL2105684,CHEMBL2111289
INHIBITOR,Catechol O-methyltransferase inhibitor,CHEMBL1089318,CHEMBL2023
INHIBITOR,Hepatocyte growth factor receptor inhibitor,CHEMBL3989937,CHEMBL3717
INHIBITOR,Hepatocyte growth factor receptor inhibitor,CHEMBL4594292,CHEMBL3717
AGONIST,Prostanoid EP2 receptor agonist,CHEMBL4297666,CHEMBL1881
ANTAGONIST,Programmed cell death protein 1 antagonist,CHEMBL4298124,CHEMBL3307223
ANTAGONIST,Programmed cell death protein 1 antagonist,CHEMBL4298037,CHEMBL3307223
BINDING AGENT,Programmed cell death 1 ligand 1 binding agent,CHEMBL4594535,CHEMBL3580522
INHIBITOR,Human immunodeficiency virus type 1 integrase inhibitor,CHEMBL2403238,CHEMBL3471
,Stimulant laxative,CHEMBL1697768,
INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL4594246,CHEMBL2354204
AGONIST,Kappa opioid receptor agonist,CHEMBL3989915,CHEMBL237
INHIBITOR,Interleukin-23 inhibitor,CHEMBL3990014,CHEMBL2364154
INHIBITOR,IgG receptor FcRn large subunit p51 inhibitor,CHEMBL4297820,CHEMBL5966
INHIBITOR,Cyclin-dependent kinase 4 inhibitor,CHEMBL3894860,CHEMBL331
INHIBITOR,Cyclin-dependent kinase 6 inhibitor,CHEMBL3894860,CHEMBL2508
INHIBITOR,Interleukin-31 receptor subunit alpha inhibitor,CHEMBL4297794,CHEMBL4630894
INHIBITOR,Complement factor B inhibitor,CHEMBL4594448,CHEMBL5731
RNAI INHIBITOR,L-lactate dehydrogenase A chain mRNA RNAi inhibitor,CHEMBL4594338,CHEMBL4627242
INHIBITOR,Interleukin 17A inhibitor,CHEMBL4297700,CHEMBL3390822
ANTAGONIST,Neurokinin 3 receptor antagonist,CHEMBL3608680,CHEMBL4429
BINDING AGENT,B-lymphocyte antigen CD19 binding agent,CHEMBL4297778,CHEMBL3390821
CROSS-LINKING AGENT,DNA cross-linking agent,CHEMBL4297778,CHEMBL2311221
ANTAGONIST,Programmed cell death protein 1 antagonist,CHEMBL4297843,CHEMBL3307223
INHIBITOR,Lymphocyte activation gene 3 protein inhibitor,CHEMBL3990044,CHEMBL4630881
HYDROLYTIC ENZYME,Hyaluronic acid hydrolytic enzyme,CHEMBL1201636,CHEMBL4495554
ACTIVATOR,Soluble guanylate cyclase activator,CHEMBL4066936,CHEMBL2111348
BINDING AGENT,Tumor necrosis factor receptor superfamily member 17 binding agent,CHEMBL4298199,CHEMBL4523587
BINDING AGENT,Melanocyte protein PMEL binding agent,CHEMBL4297990,CHEMBL3712988
INHIBITOR,Tissue factor pathway inhibitor inhibitor,CHEMBL3990039,CHEMBL3713062
ANTAGONIST,Orexin receptor antagonist,CHEMBL4297590,CHEMBL3307226
MODULATOR,80S Ribosome modulator,CHEMBL256997,CHEMBL3987582
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL3707395,CHEMBL239
AGONIST,Peroxisome proliferator-activated receptor delta agonist,CHEMBL3707395,CHEMBL3979
,Supplement,CHEMBL2108597,
DISRUPTING AGENT,Amyloid-beta A4 protein disrupting agent,CHEMBL4297245,CHEMBL2487
INHIBITOR,ErbB-2/ErbB-3 heterodimer inhibitor,CHEMBL4298025,CHEMBL4630723
INHIBITOR,Interleukin-17F inhibitor,CHEMBL4297700,CHEMBL4630880
,Supplement,CHEMBL1200640,
STABILISER,Transthyretin stabiliser,CHEMBL3940890,CHEMBL3194
POSITIVE MODULATOR,Dystrophin pre-mRNA positive modulator,CHEMBL4297566,CHEMBL3826826
SEQUESTERING AGENT,Calcium sequestering agent,CHEMBL1201457,CHEMBL2364030
,Lung surfactant,CHEMBL1200737,
INHIBITOR,Tissue factor pathway inhibitor inhibitor,CHEMBL4297730,CHEMBL3713062
,Supplement,CHEMBL1200830,
,Osmotic laxative,CHEMBL1201479,
,Neutralises acid,CHEMBL1200736,
,Neutralises acid,CHEMBL2096633,
INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,CHEMBL2018096,CHEMBL3884
INHIBITOR,PI3-kinase p110-alpha subunit inhibitor,CHEMBL4650215,CHEMBL4005
INHIBITOR,"1,3-beta-glucan synthase inhibitor",CHEMBL4297513,CHEMBL2364674
INHIBITOR,"1,3-beta-glucan synthase inhibitor",CHEMBL4297513,CHEMBL2364673
ANTAGONIST,"Endothelin receptor, ET-A/ET-B antagonist",CHEMBL2165326,CHEMBL2096678
,Supplement,CHEMBL1200941,
INHIBITOR,Leukocyte elastase inhibitor,CHEMBL4297879,CHEMBL248
,Antioxidant and mitochondrial electron carrier,CHEMBL252556,
,Supplement,CHEMBL1200756,
,Supplement,CHEMBL2110563,
,"Releases NO, antimicrobial",CHEMBL4298064,
INHIBITOR,Programmed cell death protein 1 inhibitor,CHEMBL4297840,CHEMBL3307223
INHIBITOR,Complement C5 inhibitor,CHEMBL4298086,CHEMBL2364163
INHIBITOR,Complement C1s inhibitor,CHEMBL4297832,CHEMBL3913
INHIBITOR,PI3-kinase p110-delta subunit inhibitor,CHEMBL3643413,CHEMBL3130
,Sunscreen/skin protectant,CHEMBL3988900,
INHIBITOR,Beta-1 adrenergic receptor inhibitor,CHEMBL6995,CHEMBL213
INHIBITOR,Angiopoietin-2 inhibitor,CHEMBL4297750,CHEMBL3580489
INHIBITOR,Vascular endothelial growth factor A inhibitor,CHEMBL4297750,CHEMBL1783
INHIBITOR,Complement C3 inhibitor,CHEMBL4298211,CHEMBL4917
INHIBITOR,Fibroblast growth factor receptor inhibitor,CHEMBL3701238,CHEMBL2095217
,Releases active oxygen,CHEMBL1200370,
ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist,CHEMBL3991065,CHEMBL3798
ANTAGONIST,IgG receptor FcRn large subunit p51 antagonist,CHEMBL4297551,CHEMBL5966
AGONIST,Aryl hydrocarbon receptor agonist,CHEMBL259571,CHEMBL3201
,Cytotoxic,CHEMBL1631694,
,"Skin preparation/antiseptic, oxidising agent",CHEMBL1201721,
INHIBITOR,Serotonin transporter inhibitor,CHEMBL6067650,CHEMBL228
POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; agonist GABA site positive allosteric modulator,CHEMBL135400,CHEMBL2109244
BINDING AGENT,Atrial natriuretic peptide receptor B binding agent,CHEMBL3707276,CHEMBL1795
,Radiopharmaceutical,CHEMBL2096634,
INHIBITOR,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform inhibitor",CHEMBL5314379,CHEMBL4445
INHIBITOR,GTPase KRas inhibitor,CHEMBL4535757,CHEMBL2189121
,Osmotic agent,CHEMBL1201472,
INHIBITOR,Complement factor D inhibitor,CHEMBL4250860,CHEMBL2176771
ANTAGONIST,C-X-C chemokine receptor type 4 antagonist,CHEMBL518924,CHEMBL2107
AGONIST,Glucagon receptor agonist,CHEMBL4650274,CHEMBL1985
AGONIST,Estrogen receptor agonist,CHEMBL6068423,CHEMBL2093866
INHIBITOR,Cyclin-dependent kinase 6 inhibitor,CHEMBL4650272,CHEMBL2508
AGONIST,Melanocortin receptor 4 agonist,CHEMBL4650273,CHEMBL259
RNAI INHIBITOR,Hydroxyacid oxidase 1 mRNA RNAi inhibitor,CHEMBL4650275,CHEMBL4524134
BLOCKER,Voltage-gated N-type calcium channel alpha-1B subunit blocker,CHEMBL4594214,CHEMBL4478
HYDROLYTIC ENZYME,Hyaluronic acid hydrolytic enzyme,CHEMBL1201718,CHEMBL4495554
INHIBITOR,Endothelial PAS domain-containing protein 1 inhibitor,CHEMBL4585668,CHEMBL1744522
INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL2106483,CHEMBL222
CROSS-LINKING AGENT,DNA cross-linking agent,CHEMBL4297403,CHEMBL2311221
INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL4298139,CHEMBL222
INHIBITOR,Dopamine transporter inhibitor,CHEMBL4298139,CHEMBL238
INHIBITOR,Dopamine transporter inhibitor,CHEMBL4301162,CHEMBL238
INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL4301162,CHEMBL222
HYDROLYTIC ENZYME,Antibodies hydrolytic enzyme,CHEMBL4297981,CHEMBL4630661
INHIBITOR,Human immunodeficiency virus type 1 integrase inhibitor,CHEMBL3137330,CHEMBL3471
INHIBITOR,Cyclin-dependent kinase 4 inhibitor,CHEMBL4650272,CHEMBL331
,Unknown,CHEMBL4594300,
INHIBITOR,Cytochrome P450 3A inhibitor,CHEMBL163,CHEMBL2364675
INHIBITOR,Tubulin inhibitor,CHEMBL3301589,CHEMBL2095182
INHIBITOR,Bcr/Abl fusion protein inhibitor,CHEMBL1642,CHEMBL2096618
INHIBITOR,Bcr/Abl fusion protein inhibitor,CHEMBL1421,CHEMBL2096618
INHIBITOR,Bcr/Abl fusion protein inhibitor,CHEMBL2095206,CHEMBL2096618
INHIBITOR,Bcr/Abl fusion protein inhibitor,CHEMBL1201740,CHEMBL2096618
INHIBITOR,EML4-ALK inhibitor,CHEMBL3707320,CHEMBL3883330
INHIBITOR,EML4-ALK inhibitor,CHEMBL601719,CHEMBL3883330
INHIBITOR,EML4-ALK inhibitor,CHEMBL2403108,CHEMBL3883330
INHIBITOR,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor,CHEMBL601719,CHEMBL2111387
INHIBITOR,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor,CHEMBL2403108,CHEMBL2111387
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL8,CHEMBL2363076
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL1202,CHEMBL2363076
ANTAGONIST,Serotonin 2 (5-HT2) receptor antagonist,CHEMBL278819,CHEMBL2095200
ANTAGONIST,Serotonin 2 (5-HT2) receptor antagonist,CHEMBL1364551,CHEMBL2095200
HYDROLYTIC ENZYME,Globotriosylceramide hydrolytic enzyme,CHEMBL2108214,CHEMBL2366040
INHIBITOR,Ephrin type-A receptor 2 inhibitor,CHEMBL1946170,CHEMBL2068
INHIBITOR,Nerve growth factor receptor Trk-A inhibitor,CHEMBL1946170,CHEMBL2815
INHIBITOR,"Isocitrate dehydrogenase [NADP], mitochondrial inhibitor",CHEMBL3989931,CHEMBL3991501
AGONIST,Growth hormone receptor agonist,CHEMBL4298185,CHEMBL1976
HYDROLYTIC ENZYME,L-arginine hydrolytic enzyme,CHEMBL4297803,CHEMBL4651302
INHIBITOR,Fibroblast growth factor receptor inhibitor,CHEMBL1834657,CHEMBL2095217
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL2105756,CHEMBL2095227
INHIBITOR,"1,3-beta-glucan synthase inhibitor",CHEMBL4298168,CHEMBL2364673
BINDING AGENT,B-lymphocyte antigen CD20 binding agent,CHEMBL4650393,CHEMBL2058
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL4297774,CHEMBL203
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL4297809,CHEMBL2364168
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL4594505,CHEMBL2364168
,Diagnostic agent,CHEMBL1796998,
,Ultrasound contrast agent,CHEMBL4594264,
,Diagnostic agent,CHEMBL5095039,
,Diagnostic agent,CHEMBL1663,
,Diagnostic agent,CHEMBL1201413,
,Diagnostic agent,CHEMBL1201125,
,Diagnostic agent,CHEMBL1200642,
,Diagnostic agent,CHEMBL6067977,
,Diagnostic agent,CHEMBL1200571,
,Diagnostic agent,CHEMBL1200455,
,Diagnostic agent,CHEMBL1200431,
,Diagnostic agent,CHEMBL2096656,
,Diagnostic agent,CHEMBL1201524,
INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,CHEMBL4594608,CHEMBL1844
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL2105756,CHEMBL1936
BINDING AGENT,B-lymphocyte antigen CD20 binding agent,CHEMBL4298092,CHEMBL2058
,Diagnostic agent,CHEMBL1736,
,Diagnostic agent,CHEMBL1201529,
,Diagnostic agent,CHEMBL2096641,
,Diagnostic agent,CHEMBL1201452,
,Diagnostic agent,CHEMBL2096655,
,Diagnostic agent,CHEMBL2105897,
,Saline laxative,CHEMBL1060,
,Diagnostic agent,CHEMBL1725,
,Diagnostic agent,CHEMBL1200346,
,Diagnostic agent,CHEMBL3989517,
,Diagnostic agent,CHEMBL254468,
,Sunscreen,CHEMBL1201147,
,Diagnostic agent,CHEMBL1200333,
AGONIST,Muscarinic acetylcholine receptor M4 agonist,CHEMBL21536,CHEMBL1821
AGONIST,Muscarinic acetylcholine receptor M1 agonist,CHEMBL21536,CHEMBL216
INHIBITOR,Rho-associated protein kinase 2 inhibitor,CHEMBL2005186,CHEMBL2973
INHIBITOR,Rho-associated protein kinase inhibitor,CHEMBL4802130,CHEMBL2111459
PARTIAL AGONIST,Kappa opioid receptor partial agonist,CHEMBL2105749,CHEMBL237
INHIBITOR,Fusion glycoprotein F0 inhibitor,CHEMBL4297575,CHEMBL2364165
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL4594503,CHEMBL2364168
DISRUPTING AGENT,Cell membrane disrupting agent,CHEMBL6067483,CHEMBL2364031
INHIBITOR,Structural capsid protein inhibitor,CHEMBL4594438,CHEMBL2366504
,Diagnostic,CHEMBL1201301,
,Diagnostic agent,CHEMBL4594261,
,Diagnostic agent,CHEMBL1908362,
,Diagnostic agent,CHEMBL1200839,
,Diagnostic agent,CHEMBL1201453,
,Diagnostic agent,CHEMBL1201458,
,Diagnostic agent,CHEMBL1774461,
,Diagnostic agent,CHEMBL1201304,
,Diagnostic agent,CHEMBL2218860,
PARTIAL AGONIST,Delta opioid receptor partial agonist,CHEMBL2105749,CHEMBL236
INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL175691,CHEMBL247
INHIBITOR,Hepatocyte growth factor receptor inhibitor,CHEMBL4297774,CHEMBL3717
INHIBITOR,Complement C5 inhibitor,CHEMBL4594316,CHEMBL2364163
INHIBITOR,Peptidoglycan inhibitor,CHEMBL262777,CHEMBL3041361
INHIBITOR,GTPase KRas inhibitor,CHEMBL4594350,CHEMBL2189121
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL529437,CHEMBL2331043
,Diagnostic agent,CHEMBL1200673,
,Diagnostic agent,CHEMBL2095207,
,Diagnostic agent,CHEMBL2106318,
,Diagnostic agent,CHEMBL1908843,
,Disclosing agent,CHEMBL1628233,
,Diagnostic agent,CHEMBL1201591,
,Diagnostic agent,CHEMBL2108809,
AGONIST,Gastric inhibitory polypeptide receptor agonist,CHEMBL4297839,CHEMBL4383
INHIBITOR,"1,3-beta-glucan synthase inhibitor",CHEMBL4298168,CHEMBL2364674
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL4650393,CHEMBL2364168
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL4298092,CHEMBL2364168
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL4297788,CHEMBL2364168
INHIBITOR,DNA polymerase inhibitor,CHEMBL203321,CHEMBL3988586
,Diagnostic agent,CHEMBL1201075,
,Diagnostic agent,CHEMBL4297634,
,Membrane staining aid in ophthalmic surgery,CHEMBL4173394,
,Diagnostic agent,CHEMBL4297340,
,Diagnostic agent,CHEMBL2042122,
INHIBITOR,Ileal bile acid transporter inhibitor,CHEMBL17879,CHEMBL2778
NEGATIVE ALLOSTERIC MODULATOR,Tyrosine-protein kinase TYK2 negative allosteric modulator,CHEMBL4435170,CHEMBL3553
PARTIAL AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 partial agonist,CHEMBL1076903,CHEMBL1907589
INHIBITOR,Elongation factor 1-alpha 2 inhibitor,CHEMBL451930,CHEMBL1795122
INHIBITOR,Synaptosomal nerve-associated protein 25 (SNAP-25) inhibitor,CHEMBL3707359,CHEMBL2364159
INHIBITOR,IDH1/IDH2 inhibitor,CHEMBL4279047,CHEMBL4523659
DISRUPTING AGENT,Cell membrane disrupting agent,CHEMBL1410,CHEMBL3390826
INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL3989751,CHEMBL2363135
HYDROLYTIC ENZYME,Globotriosylceramide hydrolytic enzyme,CHEMBL4297801,CHEMBL2366040
BINDING AGENT,Tumor necrosis factor receptor superfamily member 17 binding agent,CHEMBL4594505,CHEMBL4523587
,Diagnostic agent,CHEMBL462394,
,Diagnostic agent,CHEMBL4297334,
,Diagnostic agent,CHEMBL1200581,
,Diagnostic agent,CHEMBL2108021,
,Diagnostic agent,CHEMBL2108800,
,Sunscreen,CHEMBL1625,
AGONIST,Dopamine D2 receptor agonist,CHEMBL2218861,CHEMBL217
INHIBITOR,Platelet-derived growth factor receptor beta inhibitor,CHEMBL2105756,CHEMBL1913
INHIBITOR,Tyrosine-protein kinase BTK inhibitor,CHEMBL4650485,CHEMBL5251
BINDING AGENT,G-protein coupled receptor family C group 5 member D binding agent,CHEMBL4594503,CHEMBL4523925
AGONIST,Adrenergic receptor agonist,CHEMBL2146102,CHEMBL2331074
,Diagnostic agent,CHEMBL1201579,
,Diagnostic agent,CHEMBL2109287,
,Diagnostic agent,CHEMBL2107480,
,Diagnostic agent,CHEMBL3400972,
,Diagnostic agent,CHEMBL2030434,
,Diagnostic agent,CHEMBL2219415,
,Sunscreen,CHEMBL3989850,
,Diagnostic agent,CHEMBL1200507,
AGONIST,Glucagon-like peptide 1 receptor agonist,CHEMBL4297839,CHEMBL1784
AGONIST,Gonadotropin-releasing hormone receptor agonist,CHEMBL4802223,CHEMBL1855
ANTAGONIST,Mu opioid receptor antagonist,CHEMBL2105749,CHEMBL233
BINDING AGENT,B-lymphocyte antigen CD20 binding agent,CHEMBL4297788,CHEMBL2058
BINDING AGENT,Tumor necrosis factor receptor superfamily member 17 binding agent,CHEMBL4297809,CHEMBL4523587
,Diagnostic agent,CHEMBL1200457,
,Diagnostic agent,CHEMBL2096635,
,Diagnostic agent,CHEMBL1200685,
,Diagnostic agent,CHEMBL1201189,
,Diagnostic agent,CHEMBL3545253,
,Diagnostic agent,CHEMBL4297339,
,Diagnostic agent,CHEMBL1201522,
,Diagnostic agent,CHEMBL566752,
,Diagnostic agent,CHEMBL1200932,
,Diagnostic agent,CHEMBL1200452,
,Diagnostic agent,CHEMBL1201078,
,Diagnostic agent,CHEMBL1201527,
,Diagnostic agent,CHEMBL1200593,
OPENER,KCNQ (Kv7) potassium channel opener,CHEMBL41355,CHEMBL2363063
HYDROLYTIC ENZYME,Sphingomyelin hydrolytic enzyme,CHEMBL3707358,CHEMBL4662961
SEQUESTERING AGENT,Iron sequestering agent,CHEMBL1738,CHEMBL2363058
ANTAGONIST,IL36 receptor antagonist,CHEMBL4297911,CHEMBL4665591
EXOGENOUS GENE,Coagulation factor IX exogenous gene,CHEMBL3990034,CHEMBL2016
INHIBITOR,DNA topoisomerase II inhibitor,CHEMBL1738,CHEMBL2094255
HYDROLYTIC ENZYME,Glycogen hydrolytic enzyme,CHEMBL4594320,CHEMBL4662969
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL4650319,CHEMBL203
INHIBITOR,Spike glycoprotein inhibitor,CHEMBL4650524,CHEMBL4662936
INHIBITOR,Casein kinase I epsilon inhibitor,CHEMBL3989869,CHEMBL4937
INHIBITOR,Tyrosine-protein kinase ABL inhibitor,CHEMBL3989869,CHEMBL1862
BINDING AGENT,Glutamate carboxypeptidase II binding agent,CHEMBL4594406,CHEMBL1892
INHIBITOR,Cytochrome P450 11B1 inhibitor,CHEMBL295698,CHEMBL1908
INHIBITOR,Cytochrome P450 11B2 inhibitor,CHEMBL295698,CHEMBL2722
,Biological vaccine - induces immune response,CHEMBL2108939,
,Supplement,CHEMBL1200731,
,Supplement,CHEMBL1201494,
,Supplement,CHEMBL2103742,
,Vascular targeted photodynamic therapy,CHEMBL4594285,
AGONIST,Insulin receptor agonist,CHEMBL2109046,CHEMBL1981
AGONIST,Granulocyte colony stimulating factor receptor agonist,CHEMBL3833384,CHEMBL1996
EXOGENOUS PROTEIN,Coagulation factor IX exogenous protein,CHEMBL4594598,CHEMBL2016
EXOGENOUS PROTEIN,Coagulation factor IX exogenous protein,CHEMBL2108348,CHEMBL2016
ACTIVATOR,Nuclear factor erythroid 2-related factor 2 activator,CHEMBL4303525,CHEMBL1075094
INHIBITOR,Gamma-secretase inhibitor,CHEMBL1770916,CHEMBL2094135
INHIBITOR,Programmed cell death 1 ligand 1 inhibitor,CHEMBL4297729,CHEMBL3580522
,Laxative,CHEMBL63857,
,Diagnostic,CHEMBL2107902,
,Diagnostic,CHEMBL2107214,
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL4558324,CHEMBL203
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL4558324,CHEMBL203
EXOGENOUS PROTEIN,Coagulation factor VIII exogenous protein,CHEMBL4594584,CHEMBL3143
ACTIVATOR,Pyruvate kinase isozymes R/L activator,CHEMBL4297223,CHEMBL1075126
INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL2106643,CHEMBL2111369
EXOGENOUS PROTEIN,von Willebrand factor exogenous protein,CHEMBL2107873,CHEMBL2021748
POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL4105630,CHEMBL2093872
DISRUPTING AGENT,DNA disrupting agent,CHEMBL4594406,CHEMBL2311221
,Diagnostic,CHEMBL1201522,
,Diagnostic,CHEMBL2108726,
,Diagnostic,CHEMBL1200607,
,Diagnostic,CHEMBL4594383,
INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL4650256,CHEMBL1824
AGONIST,Growth hormone receptor agonist,CHEMBL4297830,CHEMBL1976
EXOGENOUS PROTEIN,von Willebrand factor exogenous protein,CHEMBL4298126,CHEMBL2021748
,Diagnostic,CHEMBL4297412,
AGONIST,Insulin receptor agonist,CHEMBL2108973,CHEMBL1981
INHIBITOR,Cytochrome P450 17A1 inhibitor,CHEMBL295698,CHEMBL3522
,Saline laxative,CHEMBL1200718,
,Supplement,CHEMBL1200823,
AGONIST,Cholecystokinin A receptor agonist,CHEMBL1121,CHEMBL1901
AGONIST,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL284092,CHEMBL214
INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL1447,CHEMBL2363135
INHIBITOR,Lanosterol 14-alpha demethylase inhibitor,CHEMBL3311228,CHEMBL4662933
,Diagnostic,CHEMBL1201291,
ACTIVATOR,Antithrombin-III activator,CHEMBL2109204,CHEMBL1950
INHIBITOR,Cytochrome P450 11A1 inhibitor,CHEMBL295698,CHEMBL2033
ACTIVATOR,Pyruvate kinase isozymes R/L activator,CHEMBL4299940,CHEMBL1075126
DISRUPTING AGENT,Cell membrane disrupting agent,CHEMBL2106939,CHEMBL4804260
DISRUPTING AGENT,Cell membrane disrupting agent,CHEMBL2106939,CHEMBL2364031
INHIBITOR,Spike glycoprotein inhibitor,CHEMBL4650462,CHEMBL4662936
,Diagnostic (monoclonal antibody that is labelled with Indium (111In) for imaging),CHEMBL2109038,
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL4802239,CHEMBL203
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL4558324,CHEMBL203
ACTIVATOR,Antithrombin-III activator,CHEMBL4650299,CHEMBL1950
EXOGENOUS PROTEIN,Coagulation factor IX exogenous protein,CHEMBL2109205,CHEMBL2016
EXOGENOUS PROTEIN,Coagulation factor VIII exogenous protein,CHEMBL4297945,CHEMBL3143
EXOGENOUS PROTEIN,Coagulation factor VIII exogenous protein,CHEMBL4297873,CHEMBL3143
